user_id,age,job,marital,education,default,balance,housing_loan,vehicle_loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit,Products
131,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown,no,"new car loan,Manchester United,recurring deposit,gold loan,Sapphiro,life insurance,old car loan,Flexi cash,names,loan against securities,Insta PL,Insta car loan,loan against property,RubyX,loan against car,education loan,vehicle insurance,Insta home loan,Tax saving FD,FD Xtra,money multiplier FD,Fixed deposit,Emaralde,Pradhan mantri awas yojana,home loan balance transfer,business loan,Travel insurance"
132,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no,"Insta car loan,recurring deposit,names,business loan,new car loan,Insta home loan,Manchester United,education loan,RubyX,old car loan,FD Xtra,gold loan,Pradhan mantri awas yojana,home loan balance transfer,loan against car,Insta PL,Fixed deposit,Flexi cash,Emaralde,loan against securities,vehicle insurance,money multiplier FD,Tax saving FD,Sapphiro,loan against property,life insurance,Travel insurance"
133,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,-1,0,unknown,no,"RubyX,loan against car,Insta car loan,Fixed deposit,Sapphiro,money multiplier FD,loan against property,Insta PL,FD Xtra,Emaralde,loan against securities,recurring deposit,education loan,Pradhan mantri awas yojana,old car loan,gold loan,Manchester United,Flexi cash,Tax saving FD,vehicle insurance,names,Insta home loan,business loan,life insurance,Travel insurance,new car loan,home loan balance transfer"
134,55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no,"Pradhan mantri awas yojana,Insta PL,Fixed deposit,new car loan,names,Sapphiro,life insurance,loan against property,old car loan,FD Xtra,education loan,RubyX,gold loan,Emaralde,loan against car,Flexi cash,home loan balance transfer,Manchester United,Insta home loan,money multiplier FD,vehicle insurance,loan against securities,Travel insurance,business loan,recurring deposit,Tax saving FD,Insta car loan"
135,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown,no,"Pradhan mantri awas yojana,Manchester United,new car loan,vehicle insurance,Insta home loan,Emaralde,RubyX,money multiplier FD,Travel insurance,business loan,loan against property,loan against securities,old car loan,Fixed deposit,Sapphiro,Insta PL,Tax saving FD,education loan,FD Xtra,recurring deposit,loan against car,gold loan,Flexi cash,Insta car loan,life insurance,names,home loan balance transfer"
136,23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,-1,0,unknown,no,"loan against car,Flexi cash,names,business loan,Tax saving FD,Emaralde,Manchester United,education loan,Travel insurance,Pradhan mantri awas yojana,RubyX,money multiplier FD,old car loan,home loan balance transfer,gold loan,Insta PL,recurring deposit,life insurance,Insta car loan,loan against securities,vehicle insurance,loan against property,Insta home loan,new car loan,Sapphiro,Fixed deposit,FD Xtra"
137,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown,no,"home loan balance transfer,Sapphiro,Insta car loan,education loan,Flexi cash,loan against property,new car loan,RubyX,Insta PL,Travel insurance,Pradhan mantri awas yojana,loan against securities,life insurance,recurring deposit,Manchester United,money multiplier FD,business loan,gold loan,old car loan,loan against car,vehicle insurance,Emaralde,Insta home loan,Fixed deposit,Tax saving FD,names,FD Xtra"
138,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,-1,0,unknown,no,"loan against property,Flexi cash,home loan balance transfer,FD Xtra,Fixed deposit,education loan,new car loan,vehicle insurance,Tax saving FD,Insta PL,Insta car loan,RubyX,loan against securities,money multiplier FD,life insurance,names,gold loan,old car loan,Pradhan mantri awas yojana,Insta home loan,recurring deposit,Manchester United,loan against car,Travel insurance,business loan,Sapphiro,Emaralde"
139,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no,"Insta PL,loan against property,Fixed deposit,money multiplier FD,old car loan,Pradhan mantri awas yojana,vehicle insurance,Sapphiro,Tax saving FD,education loan,FD Xtra,new car loan,business loan,home loan balance transfer,names,Flexi cash,Insta car loan,Emaralde,loan against securities,RubyX,Manchester United,life insurance,loan against car,Travel insurance,Insta home loan,recurring deposit,gold loan"
140,46,blue-collar,married,secondary,no,265,yes,no,unknown,5,may,541,1,-1,0,unknown,no,"business loan,recurring deposit,RubyX,gold loan,money multiplier FD,education loan,FD Xtra,Insta home loan,old car loan,Insta car loan,life insurance,new car loan,Pradhan mantri awas yojana,loan against property,Tax saving FD,home loan balance transfer,Fixed deposit,names,Travel insurance,Manchester United,Flexi cash,Emaralde,Sapphiro,loan against securities,loan against car,Insta PL,vehicle insurance"
141,53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,-1,0,unknown,no,"Insta PL,education loan,Insta car loan,home loan balance transfer,Insta home loan,business loan,RubyX,gold loan,old car loan,Emaralde,loan against property,vehicle insurance,Manchester United,Fixed deposit,names,Sapphiro,loan against securities,FD Xtra,Travel insurance,Pradhan mantri awas yojana,Tax saving FD,loan against car,recurring deposit,Flexi cash,new car loan,money multiplier FD,life insurance"
142,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no,"Flexi cash,Insta car loan,vehicle insurance,loan against property,Fixed deposit,Manchester United,Sapphiro,business loan,names,RubyX,Pradhan mantri awas yojana,old car loan,FD Xtra,loan against car,new car loan,gold loan,loan against securities,life insurance,Emaralde,money multiplier FD,education loan,Tax saving FD,home loan balance transfer,recurring deposit,Travel insurance,Insta home loan,Insta PL"
143,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,no,"Manchester United,Flexi cash,recurring deposit,home loan balance transfer,Sapphiro,life insurance,loan against property,vehicle insurance,Insta PL,names,Emaralde,Fixed deposit,money multiplier FD,Insta car loan,RubyX,Travel insurance,education loan,gold loan,Tax saving FD,loan against car,old car loan,loan against securities,FD Xtra,business loan,Insta home loan,new car loan,Pradhan mantri awas yojana"
144,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown,no,"business loan,RubyX,Sapphiro,Insta car loan,Pradhan mantri awas yojana,vehicle insurance,Travel insurance,money multiplier FD,names,old car loan,home loan balance transfer,Tax saving FD,Insta home loan,loan against property,new car loan,life insurance,loan against car,FD Xtra,Emaralde,Fixed deposit,Insta PL,education loan,gold loan,Manchester United,loan against securities,Flexi cash,recurring deposit"
145,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no,"money multiplier FD,business loan,Emaralde,FD Xtra,Flexi cash,Travel insurance,vehicle insurance,names,education loan,Pradhan mantri awas yojana,loan against car,new car loan,loan against property,Sapphiro,gold loan,Insta home loan,recurring deposit,Tax saving FD,Insta PL,old car loan,Manchester United,Insta car loan,life insurance,Fixed deposit,home loan balance transfer,loan against securities,RubyX"
146,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no,"business loan,money multiplier FD,Sapphiro,Flexi cash,home loan balance transfer,Pradhan mantri awas yojana,Tax saving FD,Insta car loan,recurring deposit,Manchester United,loan against property,Insta PL,life insurance,Travel insurance,loan against car,FD Xtra,names,Emaralde,education loan,RubyX,new car loan,gold loan,old car loan,Fixed deposit,Insta home loan,loan against securities,vehicle insurance"
147,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no,"loan against car,Travel insurance,Insta home loan,Sapphiro,education loan,loan against securities,Manchester United,Emaralde,loan against property,vehicle insurance,RubyX,Tax saving FD,business loan,life insurance,Insta car loan,home loan balance transfer,gold loan,Fixed deposit,Flexi cash,new car loan,FD Xtra,money multiplier FD,names,Pradhan mantri awas yojana,recurring deposit,old car loan,Insta PL"
148,48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,243,1,-1,0,unknown,no,"home loan balance transfer,life insurance,Manchester United,money multiplier FD,RubyX,Insta car loan,old car loan,loan against car,Insta PL,new car loan,Pradhan mantri awas yojana,Fixed deposit,Tax saving FD,Flexi cash,loan against property,recurring deposit,FD Xtra,education loan,loan against securities,business loan,Emaralde,gold loan,Insta home loan,Sapphiro,names,Travel insurance,vehicle insurance"
149,43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,-1,0,unknown,no,"loan against car,education loan,vehicle insurance,FD Xtra,Insta home loan,business loan,recurring deposit,Tax saving FD,Emaralde,loan against property,Fixed deposit,Insta PL,Manchester United,new car loan,Insta car loan,loan against securities,names,home loan balance transfer,Pradhan mantri awas yojana,old car loan,Sapphiro,Flexi cash,life insurance,money multiplier FD,RubyX,gold loan,Travel insurance"
150,54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,-1,0,unknown,no,"old car loan,Sapphiro,names,loan against securities,new car loan,loan against property,vehicle insurance,gold loan,Manchester United,Insta PL,Insta car loan,life insurance,education loan,RubyX,Pradhan mantri awas yojana,loan against car,Emaralde,FD Xtra,business loan,Fixed deposit,money multiplier FD,home loan balance transfer,Insta home loan,Travel insurance,Tax saving FD,recurring deposit,Flexi cash"
151,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown,no,"loan against car,gold loan,Emaralde,names,loan against securities,life insurance,Travel insurance,old car loan,FD Xtra,Insta car loan,business loan,Tax saving FD,Insta home loan,Sapphiro,recurring deposit,money multiplier FD,Insta PL,RubyX,loan against property,home loan balance transfer,Pradhan mantri awas yojana,vehicle insurance,Fixed deposit,Flexi cash,new car loan,education loan,Manchester United"
152,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown,no,"recurring deposit,Insta car loan,Pradhan mantri awas yojana,life insurance,home loan balance transfer,business loan,Emaralde,Tax saving FD,RubyX,new car loan,FD Xtra,Travel insurance,old car loan,gold loan,loan against car,Fixed deposit,loan against property,Manchester United,names,vehicle insurance,Insta home loan,education loan,money multiplier FD,Flexi cash,Insta PL,Sapphiro,loan against securities"
153,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown,no,"Emaralde,FD Xtra,Manchester United,Fixed deposit,recurring deposit,education loan,Tax saving FD,names,Insta PL,RubyX,loan against property,old car loan,business loan,new car loan,Pradhan mantri awas yojana,loan against securities,money multiplier FD,life insurance,Travel insurance,gold loan,Sapphiro,vehicle insurance,Insta home loan,loan against car,home loan balance transfer,Flexi cash,Insta car loan"
154,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown,no,"Fixed deposit,loan against property,life insurance,Sapphiro,Flexi cash,Emaralde,education loan,Tax saving FD,business loan,Travel insurance,recurring deposit,RubyX,loan against car,FD Xtra,Manchester United,Insta PL,money multiplier FD,home loan balance transfer,Insta car loan,new car loan,Insta home loan,loan against securities,vehicle insurance,Pradhan mantri awas yojana,names,old car loan,gold loan"
155,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,no,"vehicle insurance,Emaralde,old car loan,Travel insurance,life insurance,Insta PL,gold loan,loan against car,Manchester United,Fixed deposit,Flexi cash,Pradhan mantri awas yojana,Sapphiro,names,home loan balance transfer,business loan,loan against property,new car loan,RubyX,loan against securities,money multiplier FD,FD Xtra,Insta home loan,education loan,Insta car loan,recurring deposit,Tax saving FD"
156,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown,no,"Emaralde,old car loan,FD Xtra,loan against property,Pradhan mantri awas yojana,Insta car loan,Travel insurance,loan against securities,money multiplier FD,Tax saving FD,Insta home loan,business loan,RubyX,home loan balance transfer,new car loan,vehicle insurance,Insta PL,Fixed deposit,Flexi cash,loan against car,Manchester United,education loan,recurring deposit,names,gold loan,life insurance,Sapphiro"
157,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no,"home loan balance transfer,Insta car loan,Sapphiro,RubyX,vehicle insurance,Emaralde,Flexi cash,loan against car,FD Xtra,Tax saving FD,names,education loan,old car loan,gold loan,business loan,new car loan,Travel insurance,Insta home loan,Fixed deposit,money multiplier FD,Manchester United,life insurance,Insta PL,Pradhan mantri awas yojana,loan against securities,recurring deposit,loan against property"
158,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,-1,0,unknown,no,"loan against car,Sapphiro,Fixed deposit,Insta PL,Insta home loan,gold loan,Emaralde,Insta car loan,business loan,home loan balance transfer,old car loan,Tax saving FD,Manchester United,RubyX,names,recurring deposit,Pradhan mantri awas yojana,Flexi cash,life insurance,FD Xtra,loan against securities,new car loan,vehicle insurance,loan against property,Travel insurance,money multiplier FD,education loan"
159,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no,"education loan,money multiplier FD,Fixed deposit,Emaralde,new car loan,Insta PL,Insta car loan,Travel insurance,loan against property,Manchester United,business loan,names,Insta home loan,recurring deposit,vehicle insurance,gold loan,Sapphiro,Tax saving FD,life insurance,FD Xtra,old car loan,loan against securities,RubyX,Pradhan mantri awas yojana,Flexi cash,loan against car,home loan balance transfer"
160,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown,no,"Flexi cash,Insta car loan,FD Xtra,Tax saving FD,Fixed deposit,new car loan,loan against securities,loan against car,Sapphiro,education loan,home loan balance transfer,business loan,Travel insurance,Insta home loan,vehicle insurance,names,money multiplier FD,recurring deposit,Pradhan mantri awas yojana,old car loan,Insta PL,loan against property,Emaralde,Manchester United,RubyX,gold loan,life insurance"
161,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no,"Tax saving FD,Insta car loan,Insta PL,business loan,Manchester United,home loan balance transfer,Travel insurance,Fixed deposit,FD Xtra,names,old car loan,loan against car,Sapphiro,life insurance,gold loan,Insta home loan,loan against securities,Emaralde,Pradhan mantri awas yojana,money multiplier FD,recurring deposit,vehicle insurance,new car loan,loan against property,Flexi cash,RubyX,education loan"
162,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown,no,"Travel insurance,Insta car loan,recurring deposit,education loan,loan against property,names,Insta PL,Fixed deposit,money multiplier FD,home loan balance transfer,Flexi cash,FD Xtra,loan against car,Insta home loan,RubyX,Manchester United,life insurance,loan against securities,old car loan,business loan,new car loan,Pradhan mantri awas yojana,Sapphiro,Emaralde,Tax saving FD,gold loan,vehicle insurance"
163,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,-1,0,unknown,no,"Tax saving FD,Travel insurance,education loan,home loan balance transfer,Insta home loan,life insurance,names,Manchester United,vehicle insurance,gold loan,new car loan,Insta car loan,loan against car,money multiplier FD,Sapphiro,old car loan,recurring deposit,Pradhan mantri awas yojana,loan against property,loan against securities,RubyX,Fixed deposit,business loan,FD Xtra,Insta PL,Flexi cash,Emaralde"
164,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0,unknown,no,"recurring deposit,old car loan,business loan,Sapphiro,life insurance,loan against car,names,Fixed deposit,Insta car loan,home loan balance transfer,money multiplier FD,vehicle insurance,Insta PL,Manchester United,loan against securities,RubyX,Tax saving FD,new car loan,Emaralde,Pradhan mantri awas yojana,education loan,Insta home loan,loan against property,gold loan,FD Xtra,Travel insurance,Flexi cash"
165,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0,unknown,no,"education loan,vehicle insurance,recurring deposit,loan against car,Insta home loan,gold loan,Insta PL,old car loan,Emaralde,Pradhan mantri awas yojana,business loan,FD Xtra,loan against property,money multiplier FD,Fixed deposit,loan against securities,RubyX,life insurance,Travel insurance,new car loan,Sapphiro,Flexi cash,Tax saving FD,names,Insta car loan,home loan balance transfer,Manchester United"
166,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no,"RubyX,Tax saving FD,new car loan,vehicle insurance,recurring deposit,business loan,life insurance,Insta PL,FD Xtra,old car loan,Pradhan mantri awas yojana,names,loan against car,Insta car loan,Insta home loan,education loan,money multiplier FD,gold loan,Flexi cash,Manchester United,loan against property,Emaralde,home loan balance transfer,loan against securities,Travel insurance,Sapphiro,Fixed deposit"
167,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,no,"names,business loan,loan against car,loan against property,Pradhan mantri awas yojana,gold loan,loan against securities,home loan balance transfer,Emaralde,vehicle insurance,Manchester United,RubyX,Travel insurance,new car loan,Sapphiro,Flexi cash,Insta PL,FD Xtra,Insta car loan,Tax saving FD,money multiplier FD,Insta home loan,recurring deposit,life insurance,old car loan,education loan,Fixed deposit"
168,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,-1,0,unknown,no,"loan against property,RubyX,Tax saving FD,loan against securities,Insta car loan,Fixed deposit,old car loan,life insurance,Pradhan mantri awas yojana,Flexi cash,Manchester United,education loan,names,business loan,gold loan,Travel insurance,money multiplier FD,recurring deposit,Insta home loan,new car loan,home loan balance transfer,FD Xtra,vehicle insurance,loan against car,Insta PL,Emaralde,Sapphiro"
169,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown,yes,"Insta home loan,money multiplier FD,gold loan,FD Xtra,home loan balance transfer,loan against securities,Travel insurance,life insurance,Fixed deposit,recurring deposit,Pradhan mantri awas yojana,new car loan,loan against property,Manchester United,business loan,RubyX,education loan,Emaralde,Insta car loan,Sapphiro,Insta PL,Tax saving FD,old car loan,names,vehicle insurance,loan against car,Flexi cash"
170,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown,no,"loan against property,Emaralde,Insta home loan,old car loan,new car loan,Insta car loan,FD Xtra,vehicle insurance,RubyX,recurring deposit,names,gold loan,Tax saving FD,business loan,Insta PL,Pradhan mantri awas yojana,Manchester United,Sapphiro,home loan balance transfer,life insurance,Travel insurance,education loan,loan against securities,Fixed deposit,Flexi cash,money multiplier FD,loan against car"
171,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0,unknown,no,"FD Xtra,loan against car,Insta PL,loan against securities,Emaralde,recurring deposit,home loan balance transfer,Flexi cash,old car loan,vehicle insurance,business loan,RubyX,Manchester United,money multiplier FD,loan against property,Fixed deposit,new car loan,Insta home loan,Travel insurance,education loan,Sapphiro,Insta car loan,Pradhan mantri awas yojana,names,life insurance,gold loan,Tax saving FD"
172,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown,no,"Insta home loan,Manchester United,money multiplier FD,gold loan,Tax saving FD,loan against property,Insta PL,Flexi cash,Emaralde,Travel insurance,Sapphiro,loan against car,Fixed deposit,names,new car loan,FD Xtra,Insta car loan,vehicle insurance,life insurance,old car loan,education loan,loan against securities,RubyX,home loan balance transfer,recurring deposit,business loan,Pradhan mantri awas yojana"
173,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0,unknown,no,"money multiplier FD,Sapphiro,Emaralde,Pradhan mantri awas yojana,Travel insurance,FD Xtra,Flexi cash,Insta PL,Tax saving FD,names,old car loan,Insta car loan,RubyX,loan against property,home loan balance transfer,new car loan,life insurance,gold loan,loan against car,vehicle insurance,business loan,Fixed deposit,education loan,Insta home loan,loan against securities,Manchester United,recurring deposit"
174,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no,"new car loan,Flexi cash,Sapphiro,loan against car,FD Xtra,RubyX,vehicle insurance,gold loan,money multiplier FD,Insta home loan,Manchester United,Insta car loan,Emaralde,names,home loan balance transfer,Insta PL,loan against property,Pradhan mantri awas yojana,business loan,loan against securities,education loan,Fixed deposit,life insurance,Travel insurance,Tax saving FD,old car loan,recurring deposit"
175,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no,"Sapphiro,Fixed deposit,names,education loan,money multiplier FD,loan against car,life insurance,Insta car loan,home loan balance transfer,vehicle insurance,Manchester United,Flexi cash,new car loan,Pradhan mantri awas yojana,Insta PL,RubyX,loan against property,gold loan,FD Xtra,recurring deposit,Travel insurance,Insta home loan,Tax saving FD,loan against securities,Emaralde,old car loan,business loan"
176,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown,no,"names,education loan,money multiplier FD,FD Xtra,Insta PL,RubyX,home loan balance transfer,Sapphiro,Insta car loan,life insurance,vehicle insurance,Manchester United,loan against property,Insta home loan,recurring deposit,loan against securities,business loan,gold loan,new car loan,Pradhan mantri awas yojana,Fixed deposit,old car loan,Flexi cash,Emaralde,Travel insurance,loan against car,Tax saving FD"
177,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,-1,0,unknown,no,"Manchester United,RubyX,life insurance,Travel insurance,Insta PL,loan against car,old car loan,recurring deposit,loan against securities,Sapphiro,Tax saving FD,names,Insta car loan,money multiplier FD,gold loan,business loan,Emaralde,loan against property,home loan balance transfer,FD Xtra,Pradhan mantri awas yojana,education loan,Fixed deposit,Insta home loan,Flexi cash,new car loan,vehicle insurance"
178,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown,no,"Tax saving FD,Flexi cash,money multiplier FD,business loan,Insta car loan,Fixed deposit,names,Sapphiro,Travel insurance,new car loan,loan against car,FD Xtra,education loan,loan against securities,recurring deposit,Insta PL,Emaralde,Pradhan mantri awas yojana,loan against property,RubyX,Manchester United,gold loan,old car loan,home loan balance transfer,Insta home loan,vehicle insurance,life insurance"
179,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no,"business loan,Emaralde,education loan,Pradhan mantri awas yojana,Manchester United,money multiplier FD,Insta car loan,Sapphiro,names,Tax saving FD,Fixed deposit,Flexi cash,Insta PL,Travel insurance,gold loan,vehicle insurance,Insta home loan,new car loan,loan against property,old car loan,recurring deposit,loan against car,loan against securities,home loan balance transfer,life insurance,FD Xtra,RubyX"
180,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,-1,0,unknown,no,"Pradhan mantri awas yojana,vehicle insurance,Manchester United,Sapphiro,home loan balance transfer,money multiplier FD,loan against securities,old car loan,education loan,life insurance,loan against property,FD Xtra,gold loan,Insta PL,Emaralde,Travel insurance,names,RubyX,business loan,Insta home loan,Insta car loan,loan against car,new car loan,Tax saving FD,recurring deposit,Flexi cash,Fixed deposit"
181,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no,"new car loan,recurring deposit,old car loan,Insta PL,Tax saving FD,business loan,Insta home loan,RubyX,loan against car,names,vehicle insurance,loan against securities,FD Xtra,Sapphiro,home loan balance transfer,life insurance,gold loan,Travel insurance,Insta car loan,education loan,Fixed deposit,loan against property,money multiplier FD,Flexi cash,Manchester United,Pradhan mantri awas yojana,Emaralde"
182,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown,no,"FD Xtra,Insta home loan,Tax saving FD,money multiplier FD,new car loan,Sapphiro,Manchester United,Insta PL,business loan,old car loan,names,education loan,Flexi cash,loan against car,life insurance,home loan balance transfer,Emaralde,Fixed deposit,loan against property,vehicle insurance,gold loan,RubyX,loan against securities,Insta car loan,Pradhan mantri awas yojana,Travel insurance,recurring deposit"
183,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,no,"Emaralde,old car loan,Pradhan mantri awas yojana,gold loan,Fixed deposit,education loan,vehicle insurance,Insta PL,Flexi cash,FD Xtra,Insta car loan,names,RubyX,Manchester United,recurring deposit,business loan,Tax saving FD,new car loan,loan against securities,money multiplier FD,home loan balance transfer,life insurance,Sapphiro,Insta home loan,loan against property,Travel insurance,loan against car"
184,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,-1,0,unknown,no,"Manchester United,Insta home loan,Flexi cash,Travel insurance,Fixed deposit,FD Xtra,money multiplier FD,names,Emaralde,RubyX,old car loan,loan against property,Insta car loan,Pradhan mantri awas yojana,vehicle insurance,business loan,Tax saving FD,Sapphiro,home loan balance transfer,education loan,gold loan,new car loan,recurring deposit,life insurance,loan against car,Insta PL,loan against securities"
185,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no,"names,recurring deposit,FD Xtra,money multiplier FD,Emaralde,education loan,home loan balance transfer,Insta PL,Sapphiro,Pradhan mantri awas yojana,gold loan,Flexi cash,Insta car loan,Insta home loan,Travel insurance,loan against securities,old car loan,loan against property,business loan,new car loan,vehicle insurance,loan against car,life insurance,RubyX,Tax saving FD,Fixed deposit,Manchester United"
186,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown,no,"Pradhan mantri awas yojana,Insta PL,loan against car,new car loan,vehicle insurance,Sapphiro,business loan,Manchester United,Insta car loan,education loan,old car loan,Travel insurance,recurring deposit,life insurance,names,gold loan,Fixed deposit,money multiplier FD,FD Xtra,home loan balance transfer,Flexi cash,loan against securities,Insta home loan,Tax saving FD,Emaralde,RubyX,loan against property"
187,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no,"names,RubyX,recurring deposit,vehicle insurance,Flexi cash,Insta car loan,Pradhan mantri awas yojana,loan against property,education loan,loan against securities,Manchester United,FD Xtra,gold loan,Travel insurance,Fixed deposit,life insurance,business loan,money multiplier FD,new car loan,old car loan,Tax saving FD,Emaralde,Insta home loan,home loan balance transfer,Sapphiro,loan against car,Insta PL"
188,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0,unknown,no,"new car loan,old car loan,loan against car,Tax saving FD,home loan balance transfer,vehicle insurance,Travel insurance,Manchester United,gold loan,FD Xtra,Emaralde,Pradhan mantri awas yojana,Insta home loan,Insta car loan,recurring deposit,names,Sapphiro,RubyX,loan against securities,loan against property,business loan,Insta PL,money multiplier FD,Flexi cash,education loan,life insurance,Fixed deposit"
189,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,no,"FD Xtra,Fixed deposit,recurring deposit,Emaralde,home loan balance transfer,Insta car loan,life insurance,names,Insta home loan,Sapphiro,loan against securities,loan against car,Insta PL,old car loan,money multiplier FD,Pradhan mantri awas yojana,Travel insurance,business loan,vehicle insurance,Flexi cash,Manchester United,loan against property,education loan,gold loan,Tax saving FD,RubyX,new car loan"
190,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no,"names,FD Xtra,loan against car,life insurance,Flexi cash,business loan,recurring deposit,money multiplier FD,Pradhan mantri awas yojana,Insta PL,Insta car loan,Sapphiro,home loan balance transfer,old car loan,Travel insurance,RubyX,Manchester United,Insta home loan,Fixed deposit,gold loan,education loan,vehicle insurance,loan against property,new car loan,Tax saving FD,loan against securities,Emaralde"
191,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown,no,"gold loan,old car loan,Travel insurance,Fixed deposit,Flexi cash,life insurance,Pradhan mantri awas yojana,names,Manchester United,new car loan,loan against securities,education loan,business loan,loan against car,FD Xtra,recurring deposit,Emaralde,loan against property,Insta PL,vehicle insurance,Insta car loan,RubyX,home loan balance transfer,Sapphiro,money multiplier FD,Insta home loan,Tax saving FD"
192,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown,no,"vehicle insurance,business loan,money multiplier FD,home loan balance transfer,loan against property,Travel insurance,loan against car,new car loan,Tax saving FD,RubyX,Pradhan mantri awas yojana,Flexi cash,Sapphiro,recurring deposit,Insta home loan,Emaralde,loan against securities,Fixed deposit,gold loan,Insta PL,Manchester United,life insurance,Insta car loan,education loan,names,old car loan,FD Xtra"
